"","sample01","sample02","sample03","sample04","sample05","sample06","sample07","sample08","sample09","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64","sample65","sample66","sample67","sample68","sample69","sample70","sample71"
"RAG2",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,56.72,20,20,26.66,20,71.59,66.61,31.4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"RAPGEF2",20,23.36,20,24.45,31.15,20,30.58,20,37.33,31.22,28.69,28.3,20,30.4,30.01,52.72,57.71,228.66,153.48,76.07,143.17,90.61,357.96,302.66,88.31,20,43.83,36.45,31.77,44.36,42.97,30.54,20,20,59.91,64.48,89.02,46.92,50.1,20,34.04,23.96,25.98,40.34,20,38.32,20,20,20,20,20,20,61.76,50.45,20,30.77,20,20,28.09,32.19,45.35,25.03,31.21,20,21.28,20,41.72,20,20,26.86,20.45
"RARRES3",415.72,432.64,391.75,302.3,336.9,519.56,670.21,699.24,701.82,637.81,838,848.94,591.76,780.29,642.77,1260.12,1127.66,898.67,1178.37,1097.85,959.76,1368.49,1294.27,1205.75,1212.77,1359.45,745.07,384.87,298.84,183.55,401.32,294.95,175.32,654.17,1352.86,765.9,1142.44,1191.74,1292.37,596.62,1108.63,467.22,943.27,724.5,1160.77,1011.97,392.51,409.12,586.89,620.13,568.87,301.18,242.11,240.89,334.1,421.71,185.09,441.88,340.7,323.35,334.22,291.21,267.28,310.92,460.53,259.72,258.64,296.23,322.6,397.16,333.28
"RELA",61.25,76.74,65.1,58.9,56.54,79.49,90.42,81.03,69.06,69.88,80.09,94.33,61.61,65.15,77.53,96.44,176.25,138.26,188.14,154.19,116.51,142.68,119.69,121.46,178.58,65.66,83.55,100.59,82.44,87.19,144.44,112.52,76.63,138.01,161.62,195.38,155.79,222.86,209.25,64.71,96.21,58.19,116.89,75.64,70.43,80.99,54.56,44.82,50.17,87.74,20,55.15,48.42,44.14,68.63,48.87,20,43.87,28.09,39.5,36.48,47.78,36.63,46.64,50.95,42.5,58.4,60.82,54.14,35.49,42.94
"RELB",20,25.58,32.55,30.01,25.38,54.28,20,34.51,46.66,49.06,38.25,42.45,20,41.98,35.01,36,74.87,63.81,81.69,82.24,68.13,66.65,55.93,53.87,91.25,101.74,68.48,34.99,48.95,36.71,34.74,43.4,41.8,20,58.52,91.83,118.69,100.88,76.63,48.53,51.81,59.04,86.86,43.71,55.64,34.84,30.31,39.07,44.34,51.84,51.89,20,31.58,30.27,20,28.05,20,21.4,20,20,20,27.3,20,40.98,29.02,20,20,41.2,24.82,28.78,25.56
"REPS1",156.38,169.05,139.19,155.59,162.68,108.57,131.65,139.55,123.19,150.16,205.61,149.74,111.76,153.45,171.32,176.16,154.41,297.78,230.23,201.48,142.19,230.17,467.59,381.02,172.69,153.7,138.33,203.37,167.46,126.96,207.52,180.83,90.56,113.17,117.03,115.28,96.44,180.64,172.41,144.64,156.9,119.8,135.57,194.99,173.27,150.66,137.91,122.97,124.85,209.37,140.3,127.26,94.74,89.55,133.64,123.98,76.79,115.55,50.07,76.08,83.8,92.14,99.04,111.65,115.45,105.46,85.1,66.7,81.21,100.73,104.28
"RHOA",578.61,635.05,576.96,535.69,530.74,473.03,603.72,618.22,541.3,591.72,655.1,622.56,530.15,683.3,715.3,756.07,795.44,563.66,638.69,696.95,619.1,822.76,777.45,633.73,1027.32,815.38,813.55,596.26,508.38,419.12,691.12,606.78,447.02,483.03,813.67,621.32,571.22,682.67,817.86,608.04,637.94,599,754.94,785.02,824.09,701.07,545.57,582.65,565.89,731.79,590.01,646.91,534.05,534.76,549,605.41,663.57,538.18,444.49,532.58,629.99,510.75,407.03,556.82,628.87,494.26,542.32,415.9,501.94,550.65,481.51
"RIPK1",136.83,117.89,148.17,95.58,125.76,201.62,135.64,229.58,164.26,223.01,253.43,262.94,176.24,209.91,267.61,216.02,223.04,148.89,126.25,234.37,172.8,130.18,107.39,96.97,155.03,124.83,206.81,137.77,116.79,119.31,154.5,109.3,99.85,184.93,246.61,187.57,152.08,293.24,173.89,138.93,199.82,178.84,153.42,184.91,148.62,176.79,119.72,128.71,119.01,179.46,111.47,78.48,103.86,76.93,99.33,120.36,80.73,96.29,63.5,95.1,70.98,114.89,104.47,134.26,136.74,72.41,95.11,94.17,101.52,126.63,97.12
"RIPK2",70.37,81.19,79.7,65.57,63.46,116.32,118.35,141.05,158.66,132.32,174.53,179.22,107.46,214.25,163.82,177.45,174.69,136.48,103.97,148.02,107.63,76.03,71.59,57.79,88.31,95.97,112.31,53.21,43.8,42.83,64.91,59.47,37.15,121.45,172.76,107.46,114.99,154.83,92.84,70.41,142.09,97.55,78.74,99.18,96.5,110.6,53.04,79.3,78.17,75.77,65.34,69.99,58.25,40.36,55.98,53.39,53.16,51.36,32.97,36.58,45.35,59.15,55.63,49.46,74.82,73.98,35.04,47.08,46.25,47.97,41.92
"RNASEL",33.88,37.81,44.9,41.12,61.15,126.01,105.05,112.54,138.12,127.86,107.59,168.61,57.31,175.17,188.83,75.86,148.17,186.12,165.86,150.08,85.9,54.16,192.41,137.13,57.89,34.64,49.31,38.63,30.06,36.71,38.4,27.33,37.15,107.65,107.28,146.54,92.73,154.83,92.84,37.11,63.65,39.36,25.98,57.15,52.83,43.54,45.46,45.97,36.17,61.81,20,20,24.56,20,36.12,29.86,20,26.75,24.42,20,20,53.46,43.42,31.09,47.08,58.24,53.4,20,20,33.58,20.45
"ROCK2",140.74,117.89,101.02,134.48,134.99,143.46,160.9,177.06,166.12,169.49,199.64,187.48,127.52,191.09,230.1,200.59,274.51,297.78,237.65,277.55,204.39,178.09,186.81,210.59,140.31,89.48,113.68,114.44,97.04,97.9,122.5,113.32,91.73,218.06,242.43,179.75,196.59,234.59,182.73,97.06,143.57,96.7,128.26,122.71,113.4,107.12,98.51,68.95,75.84,109.67,107.62,99.69,71.58,83.24,108.36,87.78,66.95,54.57,63.5,52.67,43.38,72.8,96.33,93.28,101.91,89.72,70.08,54.93,83.47,70.03,96.1
"RORC",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,59.29,53.87,32.38,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"RPS6KA5",331.01,326.98,298.58,277.85,321.91,248.15,308.51,336.12,302.38,389.53,443.51,420.93,270.8,383.63,440.18,298.31,340.01,377.55,232.7,267.27,224.14,188.51,361.32,243.89,206.05,100.3,204.07,265.33,159.73,183.55,189.23,204.94,186.93,129.73,235.46,140.68,152.08,173.6,200.41,176.99,236.82,201.09,138.81,188.27,220.46,162.86,143.97,186.17,130.68,201.39,138.37,173.92,155.09,95.85,128.22,177.37,169.34,143.37,103.8,177.04,165.63,230.92,189.95,206.34,178.02,193.61,181.88,135.36,200.78,190.9,226.96
"RRAD",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"RUNX1",195.48,265.81,208.78,232.28,212.3,197.74,242.02,208.57,246.39,214.09,357.43,312.46,150.45,305.46,245.1,376.75,349.37,269.42,386.19,263.15,122.44,139.56,187.93,152.8,145.22,69.99,205.44,250.75,146.85,165.2,217.57,165.56,145.14,234.62,239.64,349.74,333.83,234.59,271.15,263.58,377.44,259.28,170.47,247.1,231.03,183.76,234.9,266.62,220.52,243.27,184.5,279.97,270.88,174.05,189.62,217.19,137.83,113.41,108.68,81.93,99.58,153.57,99.04,185.14,169.63,154.26,120.14,78.47,124.08,133.35,129.84
"S100A8",1165.05,4201.79,396.24,2609.54,798.42,3479.91,2577.11,3067.07,4326.67,909.89,4651.43,4250.62,1237.96,7791.35,2582.33,15739.92,18168.88,21357.16,29142.27,13355.06,19471.63,8083.91,14358.85,7439.21,17663.64,12155.64,41336.48,607.92,855.31,1938.03,332.76,1326.87,5504.68,37367.5,8380.49,31046.37,38301.29,13346.05,16249.65,1498.7,27996.9,1171.47,2662.6,218.53,1223.45,23591.5,1638.23,1938.71,6118.59,342.96,1806.55,4161.41,2803.58,7703.55,1076.33,1861.49,15021.91,3348.89,6391.44,898.36,2776.29,2753.95,955.17,955.36,481.17,654.81,2434.59,1410.53,613.61,635.07,819.9
"S100A9",6397.32,22265.71,2457.11,16022.87,4811.28,22054.27,19785.78,20149.03,26206.42,6816.73,27335.95,29069.26,6731.43,45485.71,18296.42,78456.58,118263.8,126116.95,174157.97,88582.13,84679.89,48301.4,70526.83,43264.98,86489.25,37655.35,175637.23,4078.34,6351.29,9719.23,2133.69,8743.23,30188.08,226007.39,53965.35,181934.88,192596.97,99873.66,99021.61,8013.03,111123.2,7919.6,16881.52,1213.67,5702.41,97898.34,9953.66,8211.09,29556.83,2444.62,11348.61,21267.32,11091.49,30978.18,6456.19,9968.04,43903.98,9997.44,21357.73,4098.21,9877.73,15694.45,4035.03,5209.27,3748.08,4717.46,11684.01,8443.59,3253.03,4127.95,4468.58
"S1PR1",375.32,596.13,465.83,415.66,488.05,255.9,549.2,280.6,300.52,429.67,351.46,432.73,253.61,315.59,430.18,327.89,514.7,407.68,309.44,388.56,409.77,583.22,473.18,323.23,602.46,431.5,290.36,524.1,385.58,298.28,507.37,431.58,280.98,226.34,374.79,306.75,174.33,485.61,456.82,348.27,415.92,294.36,329.58,732.91,507.13,415.41,328.86,379.24,406.04,671.97,440.11,396.63,316.5,303.95,494.82,457.91,139.8,205.43,181.95,289.7,216.9,209.3,226.58,373.1,379.9,349.44,218.6,178.52,327.11,282.04,418.13
"SELE",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,39,20,20,20,20,40.27,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"SELL",4506.41,5503.04,2623.24,7467.41,4484.76,10263.3,10261.9,11830.13,12976.28,8530.94,11916.07,12872.11,3600.7,17896.07,12036.29,16854.74,20519.33,22119.34,28862.53,20696.64,13694.33,10291.83,13595.94,10055.43,11628.25,5245.12,10803.56,2014.02,3215.15,2846.63,1926.17,3160.87,5188.87,28545.92,12843.12,24002.81,20804.95,21284.7,16404.38,4011.75,15300.24,5688.76,5194.5,3735.14,4701.53,11016.74,4247.88,4838.17,6813.99,3607.11,4796.97,4390.48,4915.2,4226.36,3778,4450.55,2870.88,1915.18,2532.64,1584.56,2101.94,5875.32,1993.1,3626.42,3157.27,3543.21,3399.08,2420.86,2044.99,3194.54,2850.24
"SELPLG",216.33,360.34,176.23,224.5,148.84,261.72,335.1,244.59,225.85,157.59,255.82,326.61,164.78,315.59,221.34,448.76,1728.14,1568.68,2057.19,1543.97,748.45,916.5,1035.86,776.73,1227.49,179.67,384.86,490.57,408.76,475.71,444.29,497.48,520.16,1576.07,1237.22,2102.32,1735.91,2165.3,1864.13,140.83,578.74,308.06,670.52,292.49,276.1,404.09,130.33,191.92,177.35,245.26,194.11,150.59,162.11,104.68,200.46,209.04,84.67,109.13,81.82,100.96,105.49,149.02,103.11,114.47,241.23,187.31,143.51,168.71,130.84,256.14,174.82
"SERPING1",20,20,20,20,20,160.91,79.79,69.02,302.38,81.77,272.56,212.24,101.73,537.08,136.31,856.37,803.24,512.26,1294.72,888.14,358.43,293.7,569.39,397.67,489.62,57,382.12,20,20,20,20,20,20,574.12,784.41,1057.02,1839.77,940.72,730.92,119.9,617.22,331.16,552,36.98,486,360.55,20,39.07,49,20,20,20,20,20,20,20,20,20,20,20,20,35.26,20,20,20,20,20,20,20,20,20
"SH2D1A",304.94,301.4,188.58,104.47,164.99,248.15,214.09,189.07,63.46,110.02,296.47,274.73,277.97,85.41,100.04,258.45,344.69,177.25,74.27,113.07,245.86,660.29,350.13,325.19,433.69,633.54,201.33,424.23,191.5,131.55,283.4,265.21,133.52,96.61,317.66,117.23,96.44,243.98,250.52,211.24,288.63,174.56,324.71,480.76,398.66,187.24,166.7,190.77,336.03,422.72,313.26,150.59,94.74,74.41,166.15,185.52,94.51,308.14,194.16,193.13,237.6,108.07,128.89,179.48,259.29,158.98,120.14,121.63,163.55,217.77,206.51
"SHC1",109.47,132.35,166.13,135.59,125.76,149.28,191.49,183.06,201.59,130.83,168.56,172.15,194.86,201.23,182.58,162.02,184.04,154.21,173.29,226.15,201.43,219.75,253.93,177.29,285.53,181.84,231.47,148.7,164.02,152.96,174.61,151.9,112.62,77.29,234.07,179.75,200.3,208.79,232.83,166.52,155.41,189.11,219.18,193.31,186.65,162.86,136.39,149.4,134.18,167.49,136.45,144.23,127.02,124.86,115.58,144.79,151.62,146.58,108.68,133.14,102.53,158.12,166.88,145.57,120.61,124.35,136.83,133.4,127.46,118.96,105.3
"SIGIRR",119.89,184.62,169.49,143.37,103.84,114.38,113.03,120.04,108.26,89.2,151.82,168.61,136.12,110.02,100.04,160.73,609.84,384.64,242.6,384.45,133.3,404.09,261.76,194.92,449.39,93.8,89.03,914.07,702.45,506.31,845.61,687.95,448.18,273.26,440.27,298.94,318.99,494.99,579.13,161.76,159.86,104.4,354.74,237.02,154.25,112.34,184.89,133.31,147.01,283.14,172.97,182.41,87.02,103.42,162.53,133.93,51.2,80.24,57.39,83.4,69.01,64.84,77.34,132.85,131.58,92.87,76.76,90.24,124.08,99.77,129.84
"SIGLEC1",20,20,20,20,20,149.28,107.71,136.55,166.12,173.95,176.92,214.59,108.9,267.82,228.85,68.15,393.04,170.16,378.76,682.56,44.43,37.49,39.15,55.83,62.8,20,31.5,20,20,20,20,20,20,477.51,730.07,441.57,497.03,520.8,377.25,44.72,121.37,40.22,106.34,20,57.05,51.38,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,37.54,20,20,21.93,20,20,20,20,20,20
"SIRPA",208.51,292.5,148.17,453.45,271.14,263.66,332.44,331.62,421.84,275.05,341.89,353.73,157.61,457.46,430.18,443.61,580.21,503.4,747.62,600.32,217.23,270.78,300.91,236.06,260.02,46.18,290.36,231.07,389.87,420.65,191.98,299.77,448.18,725.93,574.03,1039.44,994.07,687.36,567.35,178.89,432.2,409.89,323.9,79.01,214.12,269.98,96.99,168.93,184.35,119.64,128.76,116.66,123.51,145.04,155.31,110.4,112.24,84.52,96.47,57.06,67.04,259.36,165.53,244.49,207.04,201.48,186.89,202.07,129.72,185.15,170.73
"SKI",52.13,78.96,74.08,66.68,78.46,94.99,62.5,73.53,80.26,74.34,75.31,80.18,71.64,70.94,77.53,64.29,182.48,132.94,173.29,203.53,128.36,145.81,137.59,121.46,261,67.11,93.13,387.06,189.78,204.97,286.14,213.78,189.26,115.93,105.89,160.21,133.53,164.22,154.73,62.8,81.41,84.72,170.47,107.58,64.1,75.77,101.54,71.25,64.17,103.69,82.64,91.2,63.86,50.45,90.3,62.44,49.23,36.38,46.4,20,39.44,38.68,70.55,83.38,62.56,70.83,55.07,20,77.83,52.76,69.52
"SLAMF1",140.74,192.41,175.11,114.47,160.38,114.38,198.14,162.06,87.73,150.16,215.18,206.34,167.64,144.77,206.34,190.3,199.64,157.75,113.88,168.58,119.48,146.85,110.75,136.15,112.84,103.19,67.11,145.79,103.91,102.48,139.87,140.64,84.76,121.45,124,91.83,77.89,140.76,200.41,202.68,115.45,100.12,100.66,245.42,209.9,74.03,151.55,75.85,101.51,155.53,130.69,123.02,71.58,66.84,117.39,161.08,57.1,80.24,59.84,96.57,77.89,105.79,59.7,100.34,114.16,118.05,103.46,51.01,89.11,117.04,141.08
"SLAMF6",134.23,195.74,169.49,102.25,111.92,116.32,143.62,105.04,69.06,118.94,145.84,183.94,113.19,101.34,100.04,149.16,262.03,138.26,71.79,180.92,65.17,239.54,161.08,128.31,238.43,206.37,79.44,158.18,142.55,68.83,201.12,137.43,97.53,115.93,147.69,87.92,133.53,225.21,207.78,143.68,116.93,62.47,154.24,203.4,139.46,102.76,109.11,72.4,119.01,165.5,126.84,108.17,45.62,66.84,128.22,95.02,53.16,69.55,58.61,73.16,59.15,91,77.34,137.09,145.12,61.39,63.41,60.82,99.26,117.04,88.94
"SLAMF7",439.17,533.84,484.91,280.07,280.37,463.34,546.54,454.66,231.45,228.96,696.94,777.02,508.65,305.46,255.11,747.07,703.42,436.04,212.9,230.26,219.2,749.86,302.03,298.74,720.2,906.3,434.17,513.89,256.77,145.31,425.09,392.2,190.42,298.1,508.54,265.72,163.21,403.5,611.55,643.25,747.47,362.82,327.95,660.63,716.32,567.82,563.76,278.11,428.21,618.13,513.14,379.66,150.18,204.32,261.86,434.38,181.15,388.39,166.07,266.29,298.73,275.28,303.92,272.76,543.09,351.02,261.98,202.07,258.3,468.15,318.97
"SLC2A1",198.08,126.79,189.7,222.28,126.92,164.79,131.65,235.58,237.05,130.83,129.11,106.12,190.57,202.67,103.79,210.88,90.46,225.11,220.32,148.02,1328.06,145.81,341.18,278.17,347.35,222.24,465.67,56.86,93.6,275.33,69.48,69.92,169.52,138.01,40.4,93.78,200.3,89.15,79.58,129.41,94.73,86.43,129.07,87.41,65.5,285.65,256.12,425.21,449.21,109.67,94.17,1745.59,4643.62,6637.82,2118.35,2070.53,2673.97,702.95,6086.16,2942.34,2188.7,459.56,468.09,423.98,148.35,234.54,350.42,327.62,291.01,168.84,156.42
"SMAD2",302.34,341.44,317.66,317.86,331.14,217.13,308.51,297.1,270.65,286.94,325.16,271.19,249.31,321.38,278.87,320.17,307.26,226.88,217.85,273.43,315.97,237.46,173.39,152.8,221.75,215.03,239.68,231.07,224.99,235.56,239.51,222.62,176.48,190.45,227.1,207.11,222.55,236.94,228.41,194.12,230.9,213.93,200.51,247.1,242.3,203.79,163.67,182.72,196.02,279.16,194.11,195.13,204.22,206.84,223.93,190.04,187.06,212.92,256.44,292.62,222.81,210.44,222.51,299.61,241.23,190.46,193.57,196.18,233.49,270.53,215.71
"SMAD3",126.41,189.07,140.31,117.81,123.45,147.34,150.26,130.55,91.46,121.91,175.73,159.18,149.01,112.92,107.55,154.3,120.1,108.12,61.89,102.79,40.48,93.73,95.08,53.87,78.5,162.35,71.22,175.67,127.09,59.66,184.66,136.63,66.18,20,118.43,82.06,85.31,140.76,116.42,144.64,130.25,70.17,89.29,216.85,135.23,90.57,124.27,64.36,100.34,193.42,109.55,110.29,60.35,64.32,144.47,109.5,63.01,80.24,53.73,86.32,79.86,69.39,88.19,105.99,145.12,122.78,65.08,84.36,110.54,132.39,98.14
"SMAD5",63.86,66.73,48.27,50.01,65.77,62.04,42.55,40.51,50.4,37.17,70.53,41.27,50.15,55.01,52.52,42.43,45.23,155.98,99.02,55.51,101.7,52.07,324.41,174.35,46.12,23.81,38.35,59.77,37.78,36.71,48.45,36.97,49.93,20,44.58,50.8,20,20,32.42,50.43,34.04,34.23,30.85,53.79,30.29,32.22,45.46,35.63,31.5,51.84,20,61.51,23.86,20,41.54,22.62,20,21.4,20,36.58,20.7,26.16,20,20,35.47,40.93,20,45.12,33.84,31.66,31.69
"SMAD7",54.73,93.42,72.96,40.01,65.77,52.34,47.87,61.52,20,44.6,57.38,62.49,64.48,20,45.02,46.29,112.3,60.27,64.36,57.56,44.43,68.74,45.86,58.77,52,20,31.5,188.06,115.93,61.18,117.93,114.12,59.22,88.33,108.67,46.89,81.6,75.07,107.57,59.95,65.13,37.65,61.69,75.64,42.97,30.48,53.04,49.42,44.34,89.73,57.66,57.27,40,25.22,54.18,50.68,20,38.52,29.31,52.67,32.53,40.95,43.42,55.12,49.02,62.96,53.4,43.16,56.4,49.88,55.21
"SMPD3",20,20,25.82,23.34,20,20,29.26,20,20,20,20,20,20,20,20,20,20,20,20,20,23.7,20,33.56,24.49,28.45,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35.3,20,20.9,20,20,20,20,20,20,30.18,20,20,20,20,29.96,20,20,22.68,20,20,35.33,20,20,20,20,29.33,20,20
"SOCS1",28.67,27.8,30.31,20,20,443.95,231.38,348.12,528.23,252.75,437.53,366.7,203.46,929.4,502.71,668.63,2745.06,1481.83,2463.18,2894.69,1151.31,806.1,1132.06,907.01,1602.31,103.91,484.85,55.4,62.69,71.89,65.82,39.38,20,2376.53,2743.34,2403.21,3227.01,3603.36,2014.44,123.7,754.87,286.66,912.43,126.07,254.27,459.83,56.07,117.22,128.35,77.77,84.56,20,143.86,61.8,46.95,77.83,20,33.17,67.16,40.97,42.39,50.05,20,39.57,67.08,53.52,33.37,20,34.97,61.4,28.63
"SOCS3",67.77,68.95,32.55,120.03,33.46,242.33,132.98,225.08,246.39,118.94,234.3,150.92,93.13,482.07,130.05,703.35,1462.99,2314.92,3082.07,1073.17,822.51,476.99,587.29,460.36,917.43,274.92,875.19,112.98,223.27,198.85,81.36,126.98,210.16,2964.45,1060.28,3411.39,3712.92,1599.93,1675.51,143.68,1018.34,237.89,383.15,126.07,143.69,684.52,127.3,75.85,109.68,87.74,107.62,139.99,90.53,83.24,75.85,63.35,49.23,35.31,67.16,30.73,45.35,85.31,63.77,57.94,74.82,51.94,81.76,58.85,39.48,69.07,64.41
"SPP1",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,27,20,20,20,20,29.62,20,26.85,43.1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"SRC",40.4,28.92,33.67,55.57,61.15,73.67,55.85,58.52,82.13,101.1,60.97,42.45,50.15,66.59,105.04,47.58,53.03,65.58,81.69,102.79,36.53,33.33,59.29,62.69,27.47,27.42,39.72,33.53,41.22,53.54,31.08,34.56,52.25,85.57,75.24,89.88,85.31,72.72,70.73,45.67,45.88,78.73,65.75,50.43,59.17,27,72.74,50.57,35,59.82,67.27,69.99,23.16,78.2,65.01,64.25,20,28.89,20,20,24.65,26.16,33.92,43.81,27.73,48.8,38.38,20,30.45,38.37,44.98
"STAT1",929.17,1167.78,792.47,923.56,651.89,2592,4095.72,3811.33,4098.95,4316.02,4393.21,5386.08,2751.03,5297.02,4942.07,3602.91,5948.67,3341.21,5094.7,5324.75,1880.02,1935.06,2247.35,1810.09,2348.02,974.13,1991.43,846.28,964.37,403.82,830.99,869.58,568.93,3430.92,4032.11,3839.28,3853.87,5346.4,4557.92,1635.72,2532.52,2654.41,2865.54,1154.83,2820.92,1664.27,622.86,1014.75,1695.33,544.36,728.39,436.93,1027.39,370.8,471.35,993.64,622.22,707.22,715.59,929.08,708.86,1837.11,758.43,938.4,1746.65,1270.27,797.62,374.7,684.67,1336.33,973.25
"STAT2",173.32,214.65,163.88,184.49,178.84,1994.89,1793.87,2193.77,2249.2,1895.6,2109.94,2937.11,1177.79,3265.94,2512.3,1631.73,2303.67,1407.39,2109.18,2201.86,715.87,378.05,496.68,376.12,1034.19,235.95,1187.46,200.45,230.14,107.07,162.72,189.67,87.08,2313.04,1858.62,2162.89,1839.77,2803.4,2035.07,420.59,1213.72,687.99,543.07,282.4,595.17,835.18,236.41,340.17,568.22,153.54,247.92,159.08,374.75,136.21,166.15,308.59,110.27,129.46,118.45,273.6,125.21,667.73,120.75,176.66,408.93,354.16,176.88,66.7,115.05,293.55,163.57
"STAT3",449.6,499.37,438.89,544.58,446.51,856.89,801.86,874.81,981.81,886.1,926.46,1015.2,538.74,1231.97,1135.48,943.8,951.41,815.36,1062.01,1064.95,354.48,425.96,353.49,335.96,558.31,434.39,714.94,339.68,375.27,386.99,371.16,388.18,371.55,1358.02,872.18,1201.61,912.47,1294.96,887.12,380.62,862.92,508.29,418.87,411.84,467.69,662.75,301.58,348.21,439.88,321.03,263.3,279.97,320.71,356.93,397.3,380.08,362.31,363.78,378.55,466.74,395.35,615.4,381.25,528.56,483.1,443.89,407.15,355.09,454.57,513.24,395.64
"STAT4",260.64,310.3,328.89,384.54,331.14,157.03,349.73,349.62,328.51,327.08,363.41,413.86,462.8,389.42,322.64,394.75,460.11,556.57,477.78,402.95,277.46,382.22,425.08,357.51,211.94,228.74,146.55,467.97,341.78,241.68,313.56,275.66,214.8,353.3,323.24,191.48,241.1,232.25,331.57,327.33,306.39,205.37,247.59,389.99,287.37,146.31,321.28,245.93,319.7,338.98,340.17,356.33,348.08,335.49,243.8,293.2,947.11,515.71,666.74,536.97,827.17,590.38,276.78,416.91,312.82,332.13,405.49,300.16,430.88,320.41,444.71
"STAT5A",177.23,261.36,186.33,238.95,197.3,323.76,361.7,274.6,317.31,350.87,407.64,377.31,252.18,398.11,391.41,475.76,466.35,294.24,351.53,544.81,165.88,298.9,269.59,265.44,384.63,274.2,339.67,295.21,239.59,192.73,326.36,286.11,176.48,364.35,530.83,482.6,537.84,760.08,554.08,222.66,381.88,360.25,351.5,327.79,407.11,339.65,174.28,199.96,248.52,283.14,197.95,169.68,185.97,122.34,260.05,232.57,149.65,173.33,106.24,118.51,136.05,149.02,131.61,183.72,263.8,179.44,115.14,143.21,159.04,200.5,176.86
"STAT5B",323.19,553.86,289.6,556.81,357.67,383.86,359.04,394.64,423.71,377.63,438.72,498.75,247.88,544.32,475.2,543.91,544.33,579.62,670.88,507.8,228.09,258.29,342.3,255.65,383.65,254.72,467.04,380.5,310.01,341.11,314.48,378.53,440.05,753.53,367.82,732.69,485.91,612.29,518.72,318.77,540.25,427,281.68,351.33,316.25,384.06,340.98,299.94,362.87,406.77,328.64,352.09,314.39,330.44,372.02,368.32,194.94,197.94,166.07,163.87,166.62,315.09,184.52,298.2,308.95,299.07,221.93,227.57,221.08,265.73,258.65
"STAT6",174.63,243.57,213.27,236.73,211.14,191.93,253.99,282.1,270.65,333.03,323.96,332.5,249.31,340.2,321.38,241.74,455.43,239.29,341.63,402.95,229.08,231.21,175.63,189.04,328.7,139.99,202.7,432.25,364.11,278.39,420.52,412.29,287.95,240.14,458.38,361.46,289.32,422.27,473.03,236.94,235.34,279.82,362.05,277.36,351.47,229.04,203.07,167.78,180.85,237.28,151.83,224.83,192.29,179.09,198.65,216.28,216.6,203.29,111.12,169.72,257.32,240.02,195.37,255.8,297.99,146.39,181.88,131.44,157.91,174.6,165.62
"SYK",237.18,273.59,195.31,346.75,282.68,234.58,272.6,280.6,302.38,275.05,278.54,295.95,171.94,337.31,377.66,439.76,330.66,409.45,490.16,409.12,214.27,171.84,158.85,189.04,206.05,98.13,394.45,101.32,134.82,152.96,150.84,154.31,197.38,502.36,260.54,558.8,545.25,337.82,355.14,181.75,447,317.47,207.81,141.2,214.83,310.04,151.55,172.38,178.52,189.43,167.2,260.88,178.95,187.92,198.65,203.61,139.8,96.29,109.9,77.55,75.91,205.89,162.81,148.39,181.24,162.13,145.17,137.33,116.18,136.22,129.84
"SYT17",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
